363,684,Ecole Sainte‐Marie,Rue Emile Feron 9,1060,SAINT‐GILLES,2,
364,686,Institut Saint‐Jean‐Baptiste de la Salle primaire,Rue d'Espagne 54,1060,SAINT‐GILLES,2,
5035,687,Ecole fondamentale annexée Victor Horta ‐ Saint‐Gilles,Rue du Lycée 8,1060,SAINT‐GILLES,2,
382,726,Ecole fondamentale communale Henri Frick,Rue Braemt 55‐57,1210,"SAINT‐JOSSE‐TEN‐NOODE",1,
95388,727,Ecole fondamentale Les Tournesols,Rue Saint‐François 19‐21,1210,"SAINT‐JOSSE‐TEN‐NOODE",2,
383,728,Ecole fondamentale communale Joseph Delclef,Rue Potagère 52,1210,"SAINT‐JOSSE‐TEN‐NOODE",1 et 2,
385,729,Ecole fondamentale communale Arc‐en‐Ciel,Rue de l'Abondance 19,1210,"SAINT‐JOSSE‐TEN‐NOODE",1,
386,730,Ecole primaire libre La Sagesse ‐ Philomène,Rue Potagère 74,1210,"SAINT‐JOSSE‐TEN‐NOODE",2,
387,731,Ecole fond. libre ‐ Centre scolaire des Dames de Marie,Rue Josaphat 15,1210,"SAINT‐JOSSE‐TEN‐NOODE",2,
393,738,Ecole communale La Nouvelle Ecole,Place Saint‐Josse 12,1210,"SAINT‐JOSSE‐TEN‐NOODE",2,
395,740,Ecole fondamentale communale n°1,Rue Josaphat 229,1030,SCHAERBEEK,2,
396,741,Ecole primaire communale n°2,Rue Gallait 131,1030,SCHAERBEEK,2,
403,742,Ecole fondamentale communale n°3,Rue Rogier 188,1030,SCHAERBEEK,1,
397,743,Ecole primaire communale n°6 Georges Primo,Rue de l'Agriculture 46,1030,SCHAERBEEK,1,
398,744,Ecole fondamentale communale n°10 Bois Dailly,Grande rue au Bois 57,1030,SCHAERBEEK,3a,
5930,745,Ecole maternelle communale n°2,Rue Quinaux 32,1030,SCHAERBEEK,2,
400,746,Ecole fondamentale communale n°13,Avenue de Roodebeek 103,1030,SCHAERBEEK,6,
401,747,École primaire autonome René Magritte,Rue Van Oost 46,1030,SCHAERBEEK,2,
